,Year_Reported,Account_Number,Organization,City,Country,CDP_Region,Reporting_Authority,Access,City_emissions_invent,Accounting_year,Admin_city_boundary,Invent_boundary_to_Admini_city_boundary,Primary_Protocol,Protocol_Comment,Common_Reporting_Format,Gases_Included,Direct_emissions_1,Direct_emissions_2,Indirect_emissions_1,Indirect_emissions_2,Emissions_occurring_outside_1,Emissions_occurring_outside_2,TOTAL_Scope_1,TOTAL_Scope_2,TOTAL_Scope_3,TOTAL_Scope_1_2,TOTAL_Scope_1_2_3,Change_in_emissions,Reason_for_change,Land_area_km,Population,Population_Year,City_Location,Last_update.,Scope1,Scope2,Scope3,Outside_City,long,lat,City.Location
138,2019,57616,City of Lake Forest IL,City of Lake Forest IL,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20070101  20071231,Unknown,Same covers entire city and nothing else,Other Local Government Operations Protocol LGOP,The Local Government Operations Protocol LGOP is a tool for accounting and reporting GHG emissions across a local governmentüsoperations Reductions in emissions are calculated by comparing changes in a local governmentüsemissions over time By tracking emissions over time local governments should be able to measure theGHG reduction benefits from policies and programs put in place to reduce emissions within theiroperations httpss3amazonawscomicleiusaresourceslgo_protocol_v1_1_20100503pdf,Unknown,CH4 CO2 N20,0,0,0,0,0,0,120709.2,210436.37,71218.43,0,402364,Do not know,Lack of documentation,0,19544,2018,878406 422586,20200501T035757217,120709.2,210436.37,71218.43,0,-87.8406,42.2586,-87.8406 42.2586
140,2019,31176,Prefeitura do Rio de Janeiro,Prefeitura do Rio de Janeiro,Brazil,Latin America,C40 CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,GPC  2006 IPCC Guidelines,Yes,CH4 CO2 N20,5774783.21,14757840,0,1934328,0,3869733,0,0,0,0,26336684.21,Decreased,Other  Various reasons,0,6520266,2017,435614 229054,20200501T035757217,20532623.21,0,1934328,3869733,-43.5614,-22.9054,-66.4668
142,2019,31156,Municipality of Curitiba,Municipality of Curitiba,Brazil,Latin America,C40 CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20160101  20161231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,No,CH4 CO2 N20,0,0,0,0,0,0,3885871,368882,90910,4345663,4345663,Decreased,Technological change,0,1751907,2010,492647 254311,20200501T035757217,3885871,368882,90910,0,-49.2647,-25.4311,-74.6958
146,2019,43928,Canberra,Canberra,Australia,Southeast Asia and Oceania,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170701  20180630,Unknown,Larger covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The ACT Government receives disaggregated national data each year from the Australian Government which is consistent with the IPCC guidelines However the ACT Government is required to record its own electricity gas and transport data as this is not provided by the national government at the ACT scale For a more accurate inventory waste data is also counted more specifically to whatüs recorded in the national data,Unknown,CH4 CO2 HFCs N20 SF6,0,1899700,0,1467800,0,0,0,0,0,0,3367500,Decreased,Other Multiple reasons,0,423000,2018,149124 353075,20200501T035757217,1899700,0,1467800,0,149.124,-35.3075,149.124 -35.3075
147,2019,834259,Municipality of Lobos,Municipality of Lobos,Argentina,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20140101  20141231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,0,433496.42,0,23768.86,0,3645.78,0,0,0,0,460911.06,,,0,36172,2010,,20200501T035757217,433496.42,0,23768.86,3645.78,,,
148,2019,35879,City of Minneapolis,City of Minneapolis,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20180101  20181231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,No,CH4 CO2 N20,0,0,0,0,0,0,2756800,1402603,140461,4299864,4299864,Increased,Change in weather conditions,0,422331,2017,932667 449833,20200501T035757217,2756800,1402603,140461,0,-93.2667,44.9833,-93.2667 44.9833
149,2019,31165,Stadt Heidelberg,Stadt Heidelberg,Germany,Europe,C40 CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20150101  20151231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Institut fr Energie und Umweltforschung Heidelberg GmbH,No,CH4 CO2 N20,0,0,0,0,0,0,563517,453827,0,967417,1017344,Decreased,,0,147437,2018,867243 493988,20200501T035757217,563517,453827,0,0,8.67243,49.3988,8.67243 49.3988
150,2019,43938,The Executive Council Govt of Dubai,The Executive Council Govt of Dubai,United Arab Emirates,Middle East,C40 CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20180101  20181231,Unknown,Same covers entire city and nothing else,City specific methodology,The GPC  is used along with the revised IPCC 1996 Guidelines to calculate the citywide GHG emissions of Dubai,Unknown,CH4 CO2 N20,19569263,26089109,0,22432860,0,0,0,0,0,0,68091232,Increased,Population increase,0,3192275,2018,552708 252048,20200501T035757217,45658372,0,22432860,0,55.2708,25.2048,55.2708 25.2048
151,2019,58310,City of Roanoke,City of Roanoke,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,ClearPath,No,CH4 CO2 N20,0,0,0,0,0,0,611075,1256450,128042,0,1995567,Stayed the same,,0,99920,2018,799414 37271,20200501T035757217,611075,1256450,128042,0,-79.9414,37.271,-79.9414 37.271
152,2019,59631,City of San Leandro CA,City of San Leandro CA,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20150101  20151231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,No,CH4 CO2 N20,0,0,0,0,0,0,548456.82,102335.19,22639.85,671166.78,673431.86,Increased,Population increase,0,90553,2019,122156 377249,20200501T035757217,548456.82,102335.19,22639.85,0,-122.156,37.7249,-122.156 37.7249
153,2019,35874,City of Phoenix,City of Phoenix,United States of America,North America,C40 CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20160101  20161231,Unknown,Larger covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,No,CH4 CO2 N20,0,0,0,0,0,0,11094141,5048773,395584,15447378,16538498,Decreased,Technological change,0,1660272,2018,112074 334484,20200501T035757217,11094141,5048773,395584,0,-112.074,33.4484,-112.074 33.4484
154,2019,54088,City of Peterborough,City of Peterborough,Canada,North America,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20180101  20181231,Unknown,Same covers entire city and nothing else,Other PCP tool,In order to calculate emission rates for municipal corporate owned facilities  the PCP tool was used with the proper coefficient for each respective year that calculations were conducted for,Unknown,CH4 CO2,0,4544.88,0,61.67,0,0,0,0,0,0,4606.55,Decreased,Legislative change,0,82094,2016,,20200501T035757217,4544.88,0,61.67,0,,,
157,2019,834405,Municipality of Soldini,Municipality of Soldini,Argentina,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20140101  20141231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Excel Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Yes,CH4 CO2 N20,0,10246.85,0,1809.75,0,277.59,0,0,0,0,12334.19,This is our first year of calculation,Other,0,3212,2010,,20200501T035757217,10246.85,0,1809.75,277.59,,,
161,2019,834238,Municipality of Centeno,Municipality of Centeno,Argentina,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20140101  20141231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,0,16977.94,0,1756.63,0,269.44,0,0,0,0,19004.01,,,0,3116,2010,,20200501T035757217,16977.94,0,1756.63,269.44,,,
168,2019,54625,Prefeitura de Londrina,Prefeitura de Londrina,Brazil,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20150101  20151231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,A Metodologia GPC foi criada pelo ICLEI em parceria com a WRI World Resources Institute e a C40 Climate Leadership Group em 2014 tendo como base os Manuais para Inventrios de GEE Nacionais de 2006 publicados pelo IPCC A GPC tem como objetivo ser uma metodologia robusta e clara que permita maior agregao e confiabilidade de dados e comparaëes mais confiveis entre diferentes inventrios prestabelecendo requisitos e provendo orientaëes para os clculos e reportes de resultados dos inventrios,No,CH4 CO2 N20,0,0,0,0,0,0,1026070,154376,17109,1279855,1197555,Increased,Population increase,0,506701,2010,511505 233356,20200501T035757217,1026070,154376,17109,0,-51.1505,-23.3356,-74.4861
170,2019,49334,City of Richmond VA,City of Richmond VA,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20160101  20161231,Unknown,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Collected data over a 1 year period with the help of many public and governmental organizations as well as private utility company,Unknown,CH4 CO2 N20,0,0,0,0,0,0,1315665,1210666,64438,0,2590769,Decreased,Improved data accuracy,0,228783,2018,77436 375407,20200501T035757217,1315665,1210666,64438,0,-77.436,37.5407,-77.436 37.5407
171,2019,43911,City of Ottawa,City of Ottawa,Canada,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20180101  20181231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,0,5799445,0,133962,0,13996,0,0,0,0,5947403,Decreased,Technological change,0,979173,2017,756972 454215,20200501T035757217,5799445,0,133962,13996,-75.6972,45.4215,-75.6972 45.4215
172,2019,59537,City of Denton TX,City of Denton TX,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20171001  20180930,Unknown,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Since 2006 the City has utilized software developed and endorsed by ICLEI Local Governments for Sustainability ICLEI and partners including the National Association of Clean Air Agencies NACAA and the US Environmental Protection Agency USEPA  The software has been updated over time to reflect current scientific understanding and to remain consistent with the latest inventory protocols Since 2011 the City has used ICLEIüs webbased ClearPath software which allows for efficient protocol updates technical support and improved forecasting and planning strategies Data pertaining to energy use fuel consumption and waste is gathered from City departments community agencies and service providers and entered into the software to generate GHG inventories for both municipal operations and for the community as a whole The software uses the latest methods and emissions factors to translate this data into equivalent CO2 emissions,Unknown,CH4 CO2 N20,0,0,0,0,0,0,1021228,452359,24051,0,1497638,Decreased,Other Increased Renewable Energy,0,131097,2017,971331 332148,20200501T035757217,1021228,452359,24051,0,-97.1331,33.2148,-97.1331 33.2148
174,2019,32480,City of Adelaide,City of Adelaide,Australia,Southeast Asia and Oceania,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170701  20180630,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 HFCs N20 PFCs SF6,0,240706.57,0,377745.08,44184.91,360759.27,0,0,0,0,1023395.83,Decreased,Technological change,0,27247,2019,138601 349285,20200501T035757217,240706.57,0,377745.08,404944.18,138.601,-34.9285,138.601 -34.9285
181,2019,35897,Municipality of Campinas,Municipality of Campinas,Brazil,Latin America,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20160101  20161231,Unknown,Larger covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Para a elaborao do Inventrio de Emissëes de GEE da RMC foi utilizado o mtodo proposto pelo GPC Global Protocol for CommunityScale Greenhouse Gas Emission Inventories desenvolvido pelo ICLEI WRI World Resources Institute e C40 Climate Leadership Group em 2014 tendo como base o guia nacional de inventrios publicado em 2006 pelo IPCC Intergovernmental Pannel on Climate Change De acordo com o GPC os Inventrios devem contemplar os 7 tipos de GEE que fazem parte do reporte do Protocolo de Kyoto dixido de carbono CO2 metano CH4 xido de nitrognio N2O hidrofluorcarbono HFCs perfluorcarbono PFCs hexafluoreto de enxofre SF6 e trifluoreto de nitrognio NF3O Inventrio da RMC considerou as emissëes de CO2 CH4 e N2O de acordo com as fontes de emisso mapeadas e a disponibilidade de dados Adicionalmente o inventrio tambm computou as emissëes de CO2 de origem renovvel,No,CH4 CO2 N20,0,0,0,0,0,0,2350698,262853.11,50350.32,0,2663901.43,This is our first year of calculation,,0,1194094,2018,469372 22744,20200501T035757217,2350698,262853.11,50350.32,0,-46.9372,-22.744,-69.6812
184,2019,834280,Municipality of Prez,Municipality of Prez,Argentina,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20140101  20141231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Excel Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Yes,CH4 CO2 N20,0,66071.74,0,24081.47,0,3693.73,0,0,0,0,93846.94,This is our first year of calculation,Other No hay datos,0,29204,2014,,20200501T035757217,66071.74,0,24081.47,3693.73,,,
186,2019,59563,City of Takoma Park MD,City of Takoma Park MD,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CH4 CO2 N20,0,92150,0,34871,0,2804,0,0,0,0,129825,Increased,Change in weather conditions,0,17765,2016,770075 389779,20200501T035757217,92150,0,34871,2804,-77.0075,38.9779,-77.0075 38.9779
187,2019,73637,Steve Tshwete,Steve Tshwete,South Africa,Africa,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20170701  20180701,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,No,CH4 CO2 N20,0,0,0,0,0,0,29803313,2937280,291112,3967565,33031705,Increased,Population increase,0,278749,2016,,20200501T035757217,29803313,2937280,291112,0,,,
188,2019,834362,Sigtuna Municipality,Sigtuna Municipality,Sweden,Europe,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20160101  20161231,Unknown,Same covers entire city and nothing else,Regional or country specific methodology,RUS database The data in the database is based on Swedens official emission statistics which are reporte to the international Climate Convention and the Air Safety Convention Emissions for Sweden have been distributed across the country in a grid where the squares correspond to one km2 The distribution is done using relevant statistics and geographical data such as road networks pastures felled forests population data This geographical distribution means that the national total emissions are broken down and distributed at regional and local level The breakdown into higher spatial resolution includes a geographical limitation of where emissions occur for example road networks and statistics at regional level for example traffic flows vehicle types cold start share and entails certain uncertainties,Unknown,CH4 CO2 HFCs N20 NF3 PFCs SF6,0,214909,0,0,0,0,0,0,0,0,214909,Decreased,Other Combination of several factors,0,48130,2018,177234 596191,20200501T035757217,214909,0,0,0,17.7234,59.6191,17.7234 59.6191
193,2019,73707,Totoras,Totoras,Argentina,Latin America,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20140101  20141231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Yes,CH4 CO2 N20,0,107680.9,0,8421.28,0,1291.7,0,0,0,0,117393.88,This is our first year of calculation,Other No hay datos,0,10292,2010,,20200501T035757217,107680.9,0,8421.28,1291.7,,,
